Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year,Month,Day,Weekday,Week
227,3,0,1065000.0,2,203,6.9,3039.0,3.0,1.0,1.0,395.0,136.0,1970.0,22,-37.7593,144.9276,6,6232.0,2016,12,10,5,49
227,4,0,1361500.0,2,288,6.9,3039.0,4.0,1.0,2.0,453.0,145.0,1920.0,22,-37.7698,144.9336,6,6232.0,2016,12,10,5,49
227,2,0,945000.0,2,227,6.9,3039.0,2.0,1.0,0.0,225.0,97.0,1890.0,22,-37.7639,144.9093,6,6232.0,2016,12,10,5,49
227,1,2,360000.0,5,42,6.9,3039.0,1.0,1.0,1.0,0.0,54.0,1965.0,22,-37.7652,144.9116,6,6232.0,2016,12,10,5,49
227,2,0,860000.0,2,227,6.9,3039.0,2.0,1.0,1.0,301.0,80.0,1920.0,22,-37.7695,144.9092,6,6232.0,2017,2,11,5,6
227,3,0,1260000.0,2,155,6.9,3039.0,3.0,2.0,1.0,253.0,136.0,1970.0,22,-37.7708,144.9234,6,6232.0,2017,2,11,5,6
227,4,0,1637000.0,2,227,6.9,3039.0,4.0,1.0,3.0,539.0,190.0,1900.0,22,-37.7701,144.9287,6,6232.0,2016,11,12,5,45
227,2,0,870000.0,2,227,6.9,3039.0,2.0,1.0,1.0,331.0,136.0,1970.0,22,-37.7722,144.9294,6,6232.0,2016,11,12,5,45
227,3,0,1505000.0,2,155,6.9,3039.0,3.0,2.0,2.0,249.0,168.0,2007.0,22,-37.7609,144.9296,6,6232.0,2016,11,12,5,45
227,2,1,515000.0,7,97,6.9,3039.0,2.0,1.0,1.0,1981.0,111.0,2006.0,22,-37.7677,144.9221,6,6232.0,2016,11,12,5,45
227,3,0,1100000.0,7,42,6.9,3039.0,3.0,1.0,2.0,572.0,136.0,1970.0,22,-37.7683,144.9325,6,6232.0,2016,8,13,5,32
227,2,2,870000.0,5,288,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,8,13,5,32
227,2,2,330000.0,7,42,6.9,3039.0,2.0,1.0,1.0,0.0,39.0,2014.0,22,-37.7715,144.916,6,6232.0,2016,5,14,5,19
227,3,0,1145000.0,5,227,6.9,3039.0,3.0,2.0,2.0,478.0,136.0,1970.0,22,-37.7615,144.9076,6,6232.0,2016,5,14,5,19
227,4,0,1322000.0,2,227,6.9,3039.0,3.0,1.0,1.0,549.0,192.0,1930.0,22,-37.7696,144.929,6,6232.0,2016,5,14,5,19
227,2,0,1015000.0,2,227,6.9,3039.0,2.0,1.0,1.0,228.0,125.0,1910.0,22,-37.7685,144.9183,6,6232.0,2016,5,14,5,19
227,2,0,750000.0,7,227,6.9,3039.0,2.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7686,144.9068,6,6232.0,2016,10,15,5,41
227,2,0,1013000.0,2,277,6.9,3039.0,2.0,1.0,0.0,237.0,136.0,1970.0,22,-37.769,144.919,6,6232.0,2016,10,15,5,41
227,3,0,840000.0,7,227,6.9,3039.0,3.0,1.0,0.0,307.0,136.0,1910.0,22,-37.7704,144.9083,6,6232.0,2016,10,15,5,41
227,1,2,465000.0,2,111,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,10,15,5,41
227,4,0,1150000.0,2,227,6.9,3039.0,4.0,2.0,1.0,481.0,136.0,1970.0,22,-37.7709,144.9151,6,6232.0,2016,10,15,5,41
227,5,0,1900000.0,7,227,6.9,3039.0,5.0,3.0,2.0,646.0,261.0,1925.0,22,-37.7625,144.9074,6,6232.0,2016,10,15,5,41
227,3,1,890500.0,2,42,6.9,3039.0,3.0,2.0,1.0,213.0,136.0,1950.0,22,-37.7631,144.9073,6,6232.0,2016,10,15,5,41
227,5,0,2340000.0,2,288,6.9,3039.0,5.0,3.0,3.0,619.0,372.0,2009.0,22,-37.7691,144.9321,6,6232.0,2016,10,15,5,41
227,1,2,870000.0,2,42,6.9,3039.0,1.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7652,144.9116,6,6232.0,2016,10,15,5,41
227,3,0,1370000.0,2,227,6.9,3039.0,3.0,1.0,2.0,427.0,136.0,1970.0,22,-37.7702,144.9266,6,6232.0,2016,4,16,5,15
227,3,0,1400000.0,5,42,6.9,3039.0,3.0,2.0,2.0,394.0,160.0,1890.0,22,-37.7699,144.9149,6,6232.0,2016,4,16,5,15
227,4,0,1310000.0,2,155,6.9,3039.0,3.0,3.0,2.0,475.0,136.0,1970.0,22,-37.7609,144.9285,6,6232.0,2016,4,16,5,15
227,4,0,1833000.0,5,155,6.9,3039.0,4.0,1.0,1.0,583.0,136.0,1970.0,22,-37.7682,144.9151,6,6232.0,2016,4,16,5,15
227,3,0,855000.0,2,42,6.9,3039.0,3.0,1.0,1.0,274.0,136.0,1970.0,22,-37.7641,144.9112,6,6232.0,2016,7,16,5,28
227,3,0,930000.0,2,42,6.9,3039.0,2.0,1.0,1.0,305.0,136.0,1900.0,22,-37.7711,144.9122,6,6232.0,2016,7,16,5,28
227,4,0,1640000.0,2,42,6.9,3039.0,4.0,2.0,1.0,435.0,329.0,1920.0,22,-37.7601,144.9228,6,6232.0,2016,7,16,5,28
227,3,0,1480000.0,2,8,6.9,3039.0,3.0,1.0,2.0,436.0,142.0,1910.0,22,-37.7704,144.9292,6,6232.0,2016,9,17,5,37
227,3,1,902000.0,2,111,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,9,17,5,37
227,2,2,672000.0,5,227,6.9,3039.0,2.0,1.0,2.0,230.0,136.0,1989.0,22,-37.7595,144.9317,6,6232.0,2016,9,17,5,37
227,2,2,410000.0,2,42,6.9,3039.0,2.0,1.0,1.0,0.0,59.0,1970.0,22,-37.7597,144.9188,6,6232.0,2016,9,17,5,37
227,1,2,870000.0,1,250,6.9,3039.0,1.0,1.0,0.0,0.0,48.0,1975.0,22,-37.7581,144.9248,6,6232.0,2017,3,18,5,11
227,5,1,980000.0,0,227,6.9,3039.0,5.0,2.0,2.0,207.0,168.0,2004.0,22,-37.7615,144.9333,6,6232.0,2017,3,18,5,11
227,4,0,870000.0,2,227,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2017,3,18,5,11
227,2,0,1055000.0,2,221,6.9,3039.0,2.0,1.0,1.0,292.0,136.0,1970.0,22,-37.7642,144.9195,6,6232.0,2017,3,18,5,11
227,2,2,440000.0,7,23,6.9,3039.0,2.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7715,144.9155,6,6232.0,2017,3,18,5,11
227,3,0,1435000.0,2,227,6.9,3039.0,3.0,1.0,3.0,633.0,136.0,1970.0,22,-37.7608,144.9322,6,6232.0,2017,3,18,5,11
227,4,0,1275000.0,2,227,6.9,3039.0,4.0,2.0,1.0,627.0,136.0,1970.0,22,-37.7649,144.9091,6,6232.0,2017,3,18,5,11
227,1,2,1685000.0,2,227,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.7571,144.9167,6,6232.0,2016,6,18,5,24
227,3,1,842500.0,2,155,6.9,3039.0,3.0,2.0,1.0,216.0,156.0,1995.0,22,-37.7607,144.9314,6,6232.0,2016,6,18,5,24
227,4,0,1345000.0,5,42,6.9,3039.0,4.0,2.0,2.0,313.0,193.0,1910.0,22,-37.7709,144.9288,6,6232.0,2016,6,18,5,24
227,1,2,265000.0,7,42,6.9,3039.0,1.0,1.0,1.0,0.0,41.0,1970.0,22,-37.758,144.9237,6,6232.0,2016,11,19,5,46
227,4,0,870000.0,0,42,6.9,3039.0,4.0,2.0,4.0,809.0,269.0,1910.0,22,-37.7617,144.9117,6,6232.0,2016,11,19,5,46
227,2,0,849000.0,2,42,6.9,3039.0,2.0,1.0,1.0,345.0,95.0,1930.0,22,-37.773,144.9335,6,6232.0,2016,11,19,5,46
227,3,0,1425000.0,5,42,6.9,3039.0,3.0,1.0,1.0,526.0,159.0,1900.0,22,-37.7701,144.9172,6,6232.0,2016,5,22,6,20
227,3,1,1345000.0,5,23,6.9,3039.0,3.0,2.0,1.0,310.0,287.0,1930.0,22,-37.7639,144.9126,6,6232.0,2016,5,22,6,20
227,2,2,330000.0,5,155,6.9,3039.0,3.0,1.0,1.0,0.0,54.0,1970.0,22,-37.7654,144.9094,6,6232.0,2016,5,22,6,20
227,4,1,726000.0,2,227,6.9,3039.0,4.0,2.0,1.0,67.0,145.0,2000.0,22,-37.761,144.9262,6,6232.0,2016,5,22,6,20
227,3,0,1250000.0,2,277,6.9,3039.0,3.0,2.0,1.0,283.0,222.0,2002.0,22,-37.7638,144.9175,6,6232.0,2016,4,23,5,16
227,3,1,870000.0,2,227,6.9,3039.0,3.0,2.0,2.0,156.0,152.0,2000.0,22,-37.7631,144.9357,6,6232.0,2016,4,23,5,16
227,2,0,801000.0,2,42,6.9,3039.0,2.0,1.0,0.0,133.0,136.0,1970.0,22,-37.7712,144.9254,6,6232.0,2016,4,23,5,16
227,3,0,1390000.0,2,42,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,4,23,5,16
227,3,0,1725000.0,0,227,6.9,3039.0,3.0,2.0,3.0,596.0,203.0,1950.0,22,-37.7609,144.905,6,6232.0,2016,9,24,5,38
227,2,2,870000.0,2,42,6.9,3039.0,2.0,1.0,1.0,1271.0,136.0,1970.0,22,-37.7634,144.9165,6,6232.0,2016,9,24,5,38
227,3,1,870000.0,2,155,6.9,3039.0,3.0,2.0,1.0,184.0,133.0,1990.0,22,-37.7683,144.9304,6,6232.0,2016,9,24,5,38
227,1,2,415000.0,2,354,6.9,3039.0,1.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7623,144.9211,6,6232.0,2016,9,24,5,38
227,2,0,780000.0,0,227,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,9,24,5,38
227,2,1,870000.0,4,111,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,9,24,5,38
227,2,1,670000.0,5,111,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,9,24,5,38
227,3,2,650000.0,5,42,6.9,3039.0,3.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7606,144.9236,6,6232.0,2016,9,24,5,38
227,2,2,600000.0,2,364,6.9,3039.0,2.0,1.0,1.0,166.0,81.0,1965.0,22,-37.7624,144.9365,6,6232.0,2016,9,24,5,38
227,4,0,1505000.0,2,111,6.9,3039.0,4.0,2.0,2.0,441.0,164.0,1910.0,22,-37.7627,144.9278,6,6232.0,2017,2,25,5,8
227,1,2,870000.0,0,23,6.9,3039.0,1.0,1.0,1.0,0.0,39.0,1970.0,22,-37.7664,144.9127,6,6232.0,2016,7,26,1,30
227,3,0,850000.0,2,227,6.9,3039.0,3.0,2.0,1.0,271.0,143.0,1915.0,22,-37.7682,144.9058,6,6232.0,2016,7,26,1,30
227,1,2,292000.0,2,23,6.9,3039.0,1.0,1.0,1.0,0.0,45.0,1970.0,22,-37.758,144.9237,6,6232.0,2016,6,27,0,26
227,2,0,870000.0,5,227,6.9,3039.0,2.0,1.0,0.0,278.0,136.0,1970.0,22,-37.7673,144.9108,6,6232.0,2016,6,27,0,26
227,2,0,956000.0,5,227,6.9,3039.0,2.0,1.0,2.0,435.0,136.0,1920.0,22,-37.7692,144.9042,6,6232.0,2016,6,27,0,26
227,3,0,961000.0,0,288,6.9,3039.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,6232.0,2016,6,27,0,26
227,5,0,1740000.0,2,42,6.9,3039.0,4.0,1.0,2.0,739.0,155.0,1930.0,22,-37.7613,144.9177,6,6232.0,2016,6,27,0,26
227,3,0,1683000.0,5,288,6.9,3039.0,3.0,2.0,2.0,222.0,136.0,1880.0,22,-37.7688,144.9291,6,6232.0,2016,6,27,0,26
227,3,0,870000.0,5,155,6.9,3039.0,3.0,2.0,2.0,459.0,184.0,1999.0,22,-37.7683,144.9322,6,6232.0,2016,11,27,6,47
227,2,2,574000.0,2,155,6.9,3039.0,2.0,2.0,1.0,159.0,136.0,1970.0,22,-37.7666,144.9184,6,6232.0,2016,11,27,6,47
227,2,2,470000.0,7,227,6.9,3039.0,2.0,1.0,1.0,0.0,65.0,2014.0,22,-37.7677,144.92,6,6232.0,2016,11,27,6,47
227,3,1,1130000.0,2,42,6.9,3039.0,3.0,2.0,2.0,217.0,145.0,2013.0,22,-37.7704,144.9162,6,6232.0,2016,11,27,6,47
227,2,2,730000.0,5,364,6.9,3039.0,2.0,1.0,2.0,217.0,136.0,1970.0,22,-37.7609,144.9308,6,6232.0,2016,5,28,5,21
227,3,0,870000.0,2,227,6.9,3039.0,3.0,1.0,2.0,538.0,116.0,1925.0,22,-37.768,144.9091,6,6232.0,2016,5,28,5,21
227,2,0,831000.0,2,23,6.9,3039.0,2.0,1.0,1.0,0.0,136.0,1970.0,22,-37.7685,144.9186,6,6232.0,2016,5,28,5,21
227,3,0,930000.0,2,227,6.9,3039.0,3.0,3.0,1.0,325.0,132.0,1910.0,22,-37.7702,144.9091,6,6232.0,2016,8,28,6,34
227,3,0,800000.0,7,227,6.9,3039.0,2.0,1.0,1.0,207.0,136.0,1970.0,22,-37.7687,144.9203,6,6232.0,2016,8,28,6,34
227,3,0,1111000.0,2,279,6.9,3039.0,3.0,1.0,2.0,502.0,136.0,1970.0,22,-37.7693,144.9299,6,6232.0,2016,8,28,6,34
227,2,0,900000.0,2,227,6.9,3039.0,2.0,1.0,1.0,339.0,136.0,1970.0,22,-37.7651,144.9078,6,6232.0,2016,8,28,6,34
227,2,0,822500.0,2,227,6.9,3039.0,3.0,1.0,1.0,219.0,136.0,1900.0,22,-37.7627,144.9141,6,6232.0,2016,8,28,6,34
227,4,0,1400000.0,2,155,6.9,3039.0,3.0,2.0,2.0,595.0,136.0,1970.0,22,-37.7641,144.9265,6,6232.0,2016,8,28,6,34
227,1,2,336000.0,2,42,6.9,3039.0,1.0,1.0,1.0,0.0,50.0,1980.0,22,-37.7652,144.9116,6,6232.0,2016,8,28,6,34
227,2,1,800000.0,2,227,6.9,3039.0,2.0,2.0,2.0,239.0,120.0,1970.0,22,-37.7708,144.9093,6,6232.0,2016,7,30,5,30
227,4,0,870000.0,2,155,6.9,3039.0,4.0,3.0,1.0,428.0,190.0,1920.0,22,-37.7607,144.9315,6,6232.0,2016,7,30,5,30
228,3,0,1224000.0,2,50,14.6,3189.0,3.0,1.0,3.0,834.0,143.0,1960.0,12,-37.9376,145.0474,5,2555.0,2016,9,3,5,35
228,3,0,1020000.0,2,50,14.6,3189.0,3.0,1.0,3.0,771.0,136.0,1970.0,12,-37.9375,145.0474,5,2555.0,2016,9,3,5,35
228,3,0,1000000.0,2,236,14.6,3189.0,3.0,2.0,2.0,573.0,150.0,1970.0,12,-37.9428,145.044,5,2555.0,2016,9,3,5,35
228,1,2,380500.0,2,279,14.6,3189.0,1.0,1.0,1.0,106.0,51.0,1990.0,12,-37.9374,145.0388,5,2555.0,2016,9,3,5,35
228,4,0,930000.0,7,205,14.6,3189.0,4.0,3.0,2.0,443.0,4.0,1970.0,12,-37.9371,145.0578,5,2555.0,2016,12,3,5,48
228,3,0,1090000.0,5,364,14.6,3189.0,3.0,2.0,2.0,784.0,160.0,1960.0,12,-37.9368,145.0568,5,2555.0,2016,12,3,5,48
228,4,0,947500.0,2,205,14.6,3189.0,4.0,2.0,2.0,609.0,16.0,1970.0,12,-37.9416,145.058,5,2555.0,2016,12,3,5,48
228,3,0,836000.0,2,364,14.6,3189.0,3.0,1.0,4.0,695.0,165.0,1970.0,12,-37.9364,145.0559,5,2555.0,2016,12,3,5,48
228,3,0,1417250.0,2,50,14.6,3189.0,3.0,2.0,2.0,653.0,180.0,1950.0,12,-37.9418,145.0549,5,2555.0,2016,2,4,3,5
228,3,0,980000.0,5,50,14.6,3189.0,3.0,1.0,2.0,623.0,119.0,1970.0,12,-37.9404,145.046,5,2555.0,2017,3,4,5,9
228,4,1,1135000.0,0,137,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2017,3,4,5,9
228,3,0,1110000.0,2,364,14.6,3189.0,3.0,1.0,4.0,690.0,136.0,1970.0,12,-37.9386,145.0585,5,2555.0,2017,3,4,5,9
228,2,0,950000.0,5,50,14.6,3189.0,2.0,1.0,3.0,649.0,75.0,1950.0,12,-37.9424,145.0464,5,2555.0,2016,6,4,5,22
228,4,1,870000.0,4,370,14.6,3189.0,4.0,3.0,2.0,331.0,136.0,1970.0,12,-37.9383,145.0541,5,2555.0,2016,6,4,5,22
228,3,0,750000.0,0,370,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,6,4,5,22
228,4,0,1140000.0,3,50,14.6,3189.0,4.0,2.0,1.0,318.0,242.0,2015.0,12,-37.9443,145.0448,5,2555.0,2016,6,4,5,22
228,3,0,870000.0,4,44,14.6,3189.0,3.0,1.0,1.0,386.0,117.0,1955.0,12,-37.9355,145.0464,5,2555.0,2016,5,7,5,18
228,3,1,750000.0,0,50,14.6,3189.0,3.0,2.0,1.0,164.0,123.0,2010.0,12,-37.9378,145.0385,5,2555.0,2016,5,7,5,18
228,2,2,490500.0,2,279,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,11,7,0,45
228,3,2,931000.0,2,370,14.6,3189.0,3.0,1.0,2.0,313.0,136.0,1970.0,12,-37.9449,145.0459,5,2555.0,2016,11,7,0,45
228,4,0,1000000.0,2,55,14.6,3189.0,4.0,3.0,4.0,581.0,159.0,1960.0,12,-37.9382,145.0577,5,2555.0,2016,11,7,0,45
228,2,2,655000.0,2,50,14.6,3189.0,2.0,1.0,1.0,1202.0,136.0,1970.0,12,-37.9412,145.0465,5,2555.0,2016,10,8,5,40
228,4,0,1200000.0,2,50,14.6,3189.0,4.0,2.0,1.0,696.0,214.0,1955.0,12,-37.9398,145.0554,5,2555.0,2016,10,8,5,40
228,3,0,987000.0,2,50,14.6,3189.0,3.0,1.0,1.0,603.0,112.0,1960.0,12,-37.9404,145.0464,5,2555.0,2016,9,10,5,36
228,3,0,937000.0,2,137,14.6,3189.0,3.0,2.0,1.0,534.0,104.0,1960.0,12,-37.9426,145.0568,5,2555.0,2016,9,10,5,36
228,4,0,1426000.0,2,205,14.6,3189.0,4.0,2.0,1.0,720.0,218.0,1950.0,12,-37.9394,145.0408,5,2555.0,2016,9,10,5,36
228,4,0,870000.0,0,50,14.6,3189.0,4.0,2.0,2.0,587.0,194.0,1970.0,12,-37.9432,145.045,5,2555.0,2016,12,10,5,49
228,4,0,870000.0,0,50,14.6,3189.0,4.0,2.0,2.0,1953.0,136.0,1930.0,12,-37.9375,145.0579,5,2555.0,2017,2,11,5,6
228,4,0,1016000.0,2,50,14.6,3189.0,4.0,3.0,2.0,272.0,188.0,2000.0,12,-37.9443,145.0444,5,2555.0,2017,2,11,5,6
228,3,1,910000.0,2,370,14.6,3189.0,3.0,2.0,2.0,312.0,136.0,1970.0,12,-37.9412,145.0491,5,2555.0,2016,11,12,5,45
228,4,0,1385000.0,2,118,14.6,3189.0,4.0,2.0,2.0,807.0,136.0,1970.0,12,-37.9431,145.0407,5,2555.0,2016,5,14,5,19
228,3,0,870000.0,4,25,14.6,3189.0,3.0,1.0,2.0,588.0,118.0,1950.0,12,-37.9366,145.0522,5,2555.0,2016,10,15,5,41
228,3,1,905000.0,2,370,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,10,15,5,41
228,3,2,1035000.0,2,55,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,4,16,5,15
228,3,1,785000.0,2,279,14.6,3189.0,3.0,2.0,2.0,169.0,136.0,1970.0,12,-37.9385,145.0397,5,2555.0,2016,4,16,5,15
228,3,0,901000.0,2,236,14.6,3189.0,2.0,2.0,3.0,558.0,133.0,1955.0,12,-37.9435,145.0522,5,2555.0,2016,7,16,5,28
228,4,0,1300000.0,2,364,14.6,3189.0,4.0,3.0,2.0,743.0,171.0,1973.0,12,-37.9362,145.0442,5,2555.0,2016,9,17,5,37
228,3,0,975000.0,2,364,14.6,3189.0,2.0,1.0,2.0,576.0,121.0,1940.0,12,-37.9363,145.0495,5,2555.0,2016,9,17,5,37
228,4,0,1070000.0,2,50,14.6,3189.0,4.0,2.0,1.0,603.0,140.0,1955.0,12,-37.9381,145.0534,5,2555.0,2017,3,18,5,11
228,2,2,639000.0,2,53,14.6,3189.0,2.0,1.0,1.0,83.0,79.0,1960.0,12,-37.9355,145.0485,5,2555.0,2016,11,19,5,46
228,2,2,605000.0,2,279,14.6,3189.0,2.0,1.0,2.0,180.0,68.0,1980.0,12,-37.9363,145.0564,5,2555.0,2016,11,19,5,46
228,3,0,960000.0,2,279,14.6,3189.0,3.0,1.0,1.0,593.0,115.0,1960.0,12,-37.9431,145.0484,5,2555.0,2016,11,19,5,46
228,3,0,725000.0,0,279,14.6,3189.0,3.0,2.0,1.0,374.0,137.0,1950.0,12,-37.939,145.0533,5,2555.0,2016,5,22,6,20
228,3,0,981000.0,2,50,14.6,3189.0,2.0,1.0,2.0,601.0,136.0,1970.0,12,-37.9361,145.0456,5,2555.0,2016,5,22,6,20
228,3,2,985000.0,5,55,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,5,22,6,20
228,3,0,975000.0,5,50,14.6,3189.0,3.0,1.0,2.0,650.0,136.0,1970.0,12,-37.9378,145.0546,5,2555.0,2016,8,22,0,34
228,4,0,1035000.0,2,279,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,9,24,5,38
228,3,1,805000.0,2,50,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,9,24,5,38
228,2,2,460000.0,0,279,14.6,3189.0,3.0,2.0,2.0,521.0,136.0,1970.0,12,-37.8076,145.0078,5,2555.0,2016,9,24,5,38
228,3,0,800000.0,0,370,14.6,3189.0,3.0,2.0,2.0,261.0,107.0,1990.0,12,-37.9429,145.0474,5,2555.0,2016,7,26,1,30
228,4,0,921000.0,2,50,14.6,3189.0,4.0,1.0,2.0,592.0,136.0,1970.0,12,-37.9407,145.0482,5,2555.0,2016,7,26,1,30
228,3,1,917000.0,2,279,14.6,3189.0,3.0,2.0,2.0,472.0,152.0,2001.0,12,-37.9387,145.0461,5,2555.0,2016,7,26,1,30
228,3,0,890000.0,0,50,14.6,3189.0,3.0,1.0,1.0,698.0,114.0,1960.0,12,-37.9369,145.0578,5,2555.0,2016,7,26,1,30
228,3,0,1008000.0,2,205,14.6,3189.0,3.0,2.0,1.0,1660.0,160.0,1960.0,12,-37.9354,145.0464,5,2555.0,2016,6,27,0,26
228,2,0,1191000.0,2,55,14.6,3189.0,2.0,1.0,2.0,756.0,97.0,1950.0,12,-37.94,145.0449,5,2555.0,2016,11,27,6,47
228,4,0,1130000.0,2,50,14.6,3189.0,4.0,1.0,2.0,638.0,136.0,1972.0,12,-37.9378,145.057,5,2555.0,2016,11,27,6,47
228,2,0,776000.0,2,279,14.6,3189.0,2.0,1.0,1.0,209.0,101.0,2002.0,12,-37.9389,145.0467,5,2555.0,2016,11,27,6,47
228,4,0,1035000.0,2,50,14.6,3189.0,3.0,1.0,2.0,688.0,161.0,1950.0,12,-37.9411,145.043,5,2555.0,2016,5,28,5,21
228,3,0,920000.0,2,370,14.6,3189.0,3.0,1.0,1.0,653.0,136.0,1970.0,12,-37.9392,145.0481,5,2555.0,2016,5,28,5,21
228,4,0,1160000.0,2,118,14.6,3189.0,4.0,2.0,2.0,588.0,199.0,2011.0,12,-37.9395,145.0477,5,2555.0,2016,5,28,5,21
228,3,0,825000.0,0,50,14.6,3189.0,3.0,1.0,2.0,538.0,136.0,1970.0,12,-37.9454,145.0507,5,2555.0,2016,5,28,5,21
228,3,1,800000.0,2,50,14.6,3189.0,3.0,2.0,1.0,0.0,136.0,1999.0,12,-37.9374,145.0542,5,2555.0,2016,8,28,6,34
228,3,0,870000.0,1,124,14.6,3189.0,3.0,1.0,2.0,416.0,136.0,1970.0,12,-37.9347,145.0466,5,2555.0,2016,8,28,6,34
228,1,2,240000.0,7,279,14.6,3189.0,1.0,1.0,1.0,0.0,43.0,1970.0,12,-37.9428,145.0584,5,2555.0,2016,7,30,5,30
228,4,1,1105000.0,2,137,14.6,3189.0,3.0,2.0,2.0,220.0,187.0,2015.0,12,-37.9387,145.0398,5,2555.0,2016,7,30,5,30
237,3,0,1025000.0,5,321,8.4,3015.0,3.0,2.0,2.0,301.0,195.0,1970.0,10,-37.842,144.8902,6,5498.0,2016,9,3,5,35
237,3,0,826000.0,2,345,8.4,3015.0,2.0,1.0,2.0,281.0,100.0,1957.0,10,-37.8457,144.8651,6,5498.0,2016,9,3,5,35
237,3,0,900000.0,5,277,8.4,3015.0,3.0,2.0,2.0,194.0,176.0,2010.0,10,-37.8395,144.8787,6,5498.0,2016,12,3,5,48
237,3,0,930000.0,5,275,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2016,12,3,5,48
237,3,1,962000.0,2,345,8.4,3015.0,3.0,2.0,2.0,283.0,179.0,2011.0,10,-37.8477,144.8753,6,5498.0,2016,12,3,5,48
237,2,0,800000.0,2,360,8.4,3015.0,2.0,1.0,1.0,244.0,73.0,1940.0,10,-37.846,144.8729,6,5498.0,2017,3,4,5,9
237,3,1,862000.0,2,275,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2017,3,4,5,9
237,3,1,863000.0,2,152,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2017,3,4,5,9
237,3,2,850000.0,0,370,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2017,3,4,5,9
237,3,0,785000.0,2,277,8.4,3015.0,3.0,2.0,2.0,0.0,136.0,2013.0,10,-37.8447,144.8654,6,5498.0,2017,3,4,5,9
237,3,2,870000.0,8,275,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2016,6,4,5,22
237,3,2,760000.0,0,275,8.4,3015.0,3.0,2.0,2.0,521.0,136.0,1970.0,10,-37.8076,145.0078,6,5498.0,2016,6,4,5,22
237,4,0,710000.0,2,124,8.4,3015.0,4.0,1.0,2.0,329.0,108.0,1955.0,10,-37.847,144.8788,6,5498.0,2016,6,4,5,22
237,3,0,920000.0,7,360,8.4,3015.0,3.0,2.0,2.0,296.0,136.0,1910.0,10,-37.8395,144.8825,6,5498.0,2016,6,4,5,22
237,4,0,940000.0,7,360,8.4,3015.0,3.0,2.0,1.0,379.0,172.0,1930.0,10,-37.8408,144.8893,6,5498.0,2016,6,4,5,22
237,3,0,655800.0,2,124,8.4,3015.0,2.0,2.0,1.0,178.0,102.0,2009.0,10,-37.8416,144.8651,6,5498.0,2016,8,6,5,31
237,4,0,1082000.0,2,345,8.4,3015.0,4.0,3.0,2.0,233.0,165.0,2011.0,10,-37.841,144.8874,6,5498.0,2016,8,6,5,31
